latitude,longitude,chi,elevation,flow distance,drainage area,m_chi,b_chi,source_key,basin_key,segmented_elevation,segment_number
25.4502237,92.0558651,10.881,1142,69985,2.8385e+07,46.448,636.82,2,0,1142.2,51
25.4506783,92.0563588,10.85,1141,69915,2.8452e+07,46.448,636.82,2,0,1140.8,51
25.4506815,92.0568561,10.828,1141,69865,2.847e+07,46.448,636.82,2,0,1139.8,51
25.4502333,92.0573569,10.797,1135,69794,2.8548e+07,46.448,636.82,2,0,1138.3,51
25.449785,92.0578576,10.765,1135,69723,2.8565e+07,46.448,636.82,2,0,1136.9,51
25.4493367,92.0583584,10.734,1135,69652,2.901e+07,46.448,636.82,2,0,1135.4,51
25.4493399,92.0588556,10.712,1134,69602,2.9015e+07,46.448,636.82,2,0,1134.4,51
25.4493431,92.0593529,10.69,1134,69552,2.9028e+07,46.448,636.82,2,0,1133.4,51
25.4488948,92.0598536,10.659,1134,69482,2.925e+07,46.448,636.82,2,0,1131.9,51
25.4493495,92.0603474,10.628,1134,69411,2.9415e+07,46.448,636.82,2,0,1130.5,51
25.4493526,92.0608446,10.607,1134,69361,2.9442e+07,46.448,636.82,2,0,1129.5,51
25.4493558,92.0613419,10.585,1134,69311,2.9448e+07,46.448,636.82,2,0,1128.5,51
25.449359,92.0618391,10.563,1131,69261,2.95e+07,46.448,636.82,2,0,1127.5,51
25.4493622,92.0623364,10.541,1128,69211,2.9528e+07,46.448,636.82,2,0,1126.4,51
25.4493653,92.0628336,10.52,1128,69161,2.9585e+07,46.448,636.82,2,0,1125.4,51
25.4493685,92.0633309,10.498,1128,69111,2.9648e+07,46.448,636.82,2,0,1124.4,51
25.4493717,92.0638281,10.476,1128,69061,2.9698e+07,46.448,636.82,2,0,1123.4,51
25.4493749,92.0643254,10.454,1128,69011,2.9718e+07,46.448,636.82,2,0,1122.4,51
25.449378,92.0648226,10.433,1124,68961,2.974e+07,46.448,636.82,2,0,1121.4,51
25.4498327,92.0653164,10.402,1119,68890,2.9792e+07,46.448,636.82,2,0,1120,51
25.4498358,92.0658137,10.38,1115,68840,2.9838e+07,46.448,636.82,2,0,1119,51
25.449839,92.0663109,10.359,1115,68790,2.9842e+07,46.448,636.82,2,0,1118,51
25.4498421,92.0668082,10.337,1113,68740,2.9865e+07,46.448,636.82,2,0,1117,51
25.4498453,92.0673054,10.316,1113,68690,3.1255e+07,46.448,636.82,2,0,1116,51
25.4502999,92.0677992,10.286,1113,68620,3.1532e+07,46.448,636.82,2,0,1114.6,51
25.4507514,92.0677957,10.264,1113,68570,3.1548e+07,46.448,636.82,2,0,1113.6,51
25.451206,92.0682895,10.235,1113,68499,3.157e+07,46.448,636.82,2,0,1112.2,51
25.4516606,92.0687833,10.205,1113,68428,3.1728e+07,46.448,636.82,2,0,1110.8,51
25.4521153,92.0692771,10.175,1113,68357,3.1745e+07,46.448,636.82,2,0,1109.4,51
25.4525667,92.0692736,10.154,1103,68307,3.3028e+07,46.448,636.82,2,0,1108.5,51
25.4530182,92.0692701,10.133,1102,68257,3.3232e+07,46.448,636.82,2,0,1107.5,51
25.4534728,92.0697639,10.104,1102,68187,3.329e+07,46.448,636.82,2,0,1106.1,51
25.4539243,92.0697604,10.084,1102,68137,3.3295e+07,46.448,636.82,2,0,1105.2,51
25.4543758,92.069757,10.063,1102,68087,3.3315e+07,46.448,636.82,2,0,1104.2,51
25.4548304,92.0702508,10.034,1102,68016,3.334e+07,46.448,636.82,2,0,1102.9,51
25.455285,92.0707446,10.005,1102,67945,3.344e+07,46.448,636.82,2,0,1101.5,51
25.4557396,92.0712384,9.9756,1102,67875,3.347e+07,46.448,636.82,2,0,1100.2,51
25.4561942,92.0717322,9.9465,1102,67804,3.3538e+07,46.448,636.82,2,0,1098.8,51
25.4566457,92.0717287,9.926,1096,67754,3.358e+07,46.448,636.82,2,0,1097.9,51
25.4570971,92.0717253,9.9055,1096,67704,3.3665e+07,46.448,636.82,2,0,1096.9,51
25.4575486,92.0717218,9.885,1096,67654,3.3725e+07,46.448,636.82,2,0,1096,51
25.4580032,92.0722156,9.856,1096,67583,3.3782e+07,46.448,636.82,2,0,1094.6,51
25.4584578,92.0727095,9.8271,1096,67512,3.3812e+07,46.448,636.82,2,0,1093.3,51
25.4589124,92.0732033,9.7981,1096,67442,3.3925e+07,46.448,636.82,2,0,1091.9,51
25.459367,92.0736971,9.7692,1096,67371,3.396e+07,46.448,636.82,2,0,1090.6,51
25.4598216,92.074191,9.7404,1086,67300,3.4015e+07,46.448,636.82,2,0,1089.2,51
25.4602763,92.0746848,9.7115,1086,67230,3.4132e+07,46.448,636.82,2,0,1087.9,51
25.4607277,92.0746814,9.6911,1086,67180,3.4138e+07,46.448,636.82,2,0,1087,51
25.4611823,92.0751752,9.6623,1084,67109,3.5885e+07,46.448,636.82,2,0,1085.6,51
25.4616369,92.0756691,9.6342,1084,67038,3.5912e+07,46.448,636.82,2,0,1084.3,51
25.4620915,92.0761629,9.606,1084,66967,3.598e+07,46.448,636.82,2,0,1083,51
25.4620946,92.0766602,9.5861,1084,66917,3.5985e+07,46.448,636.82,2,0,1082.1,51
25.4625492,92.0771541,9.558,1084,66847,3.603e+07,46.448,636.82,2,0,1080.8,51
25.4625524,92.0776514,9.5381,1082,66797,3.606e+07,46.448,636.82,2,0,1079.8,51
25.4625555,92.0781487,9.5182,1079,66747,3.61e+07,46.448,636.82,2,0,1078.9,51
25.4625586,92.078646,9.4983,1076,66697,3.6128e+07,46.448,636.82,2,0,1078,51
25.4625617,92.0791433,9.4785,1075,66647,3.617e+07,46.448,636.82,2,0,1077.1,51
25.4625649,92.0796406,9.4586,1075,66597,3.6245e+07,46.448,636.82,2,0,1076.2,51
25.462568,92.0801379,9.4388,1075,66547,3.6338e+07,46.448,636.82,2,0,1075.2,51
25.4630226,92.0806318,9.4108,1072,66476,3.6505e+07,2.6982,1042.3,2,0,1067.7,52
25.4630257,92.0811291,9.391,1072,66426,3.6522e+07,2.6982,1042.3,2,0,1067.6,52
25.4630288,92.0816264,9.3713,1072,66376,3.6538e+07,2.6982,1042.3,2,0,1067.5,52
25.4630319,92.0821237,9.3515,1071,66326,3.6595e+07,2.6982,1042.3,2,0,1067.5,52
25.4634865,92.0826176,9.3236,1068,66255,3.6942e+07,2.6982,1042.3,2,0,1067.4,52
25.4634896,92.0831149,9.3039,1068,66205,3.6958e+07,2.6982,1042.3,2,0,1067.4,52
25.4639441,92.0836088,9.2761,1067,66135,3.6965e+07,2.6982,1042.3,2,0,1067.3,52
25.4643956,92.0836054,9.2565,1066,66085,3.7002e+07,2.6982,1042.3,2,0,1067.2,52
25.4643987,92.0841027,9.2368,1066,66035,3.7038e+07,2.6982,1042.3,2,0,1067.2,52
25.4648533,92.0845966,9.2091,1066,65964,3.707e+07,2.6982,1042.3,2,0,1067.1,52
25.4644049,92.0850973,9.1813,1066,65893,3.7118e+07,2.6982,1042.3,2,0,1067,52
25.4648595,92.0855912,9.1536,1066,65822,4.7902e+07,2.6982,1042.3,2,0,1067,52
25.4653141,92.0860851,9.1288,1065.4,65752,4.794e+07,2.6982,1042.3,2,0,1066.9,52
25.4653172,92.0865824,9.1113,1065.4,65702,4.7965e+07,2.6982,1042.3,2,0,1066.8,52
25.4657717,92.0870764,9.0866,1065.4,65631,4.8012e+07,2.6982,1042.3,2,0,1066.8,52
25.4662201,92.0865756,9.0619,1065.4,65560,4.8022e+07,2.6982,1042.3,2,0,1066.7,52
25.4666747,92.0870695,9.0372,1065.4,65490,4.8028e+07,2.6982,1042.3,2,0,1066.6,52
25.4666777,92.0875669,9.0197,1065.4,65440,4.8032e+07,2.6982,1042.3,2,0,1066.6,52
25.4671323,92.0880608,8.995,1065.4,65369,4.8038e+07,2.6982,1042.3,2,0,1066.5,52
25.4675869,92.0885547,8.9703,1065.4,65298,4.8278e+07,2.6982,1042.3,2,0,1066.5,52
25.4680414,92.0890486,8.9457,1065.4,65228,4.83e+07,2.6982,1042.3,2,0,1066.4,52
25.467593,92.0895494,8.921,1065.4,65157,4.8318e+07,2.6982,1042.3,2,0,1066.3,52
25.4671447,92.0900501,8.8964,1065.4,65086,4.8338e+07,2.6982,1042.3,2,0,1066.3,52
25.4666963,92.0905508,8.8717,1065.4,65015,4.8385e+07,2.6982,1042.3,2,0,1066.2,52
25.4662479,92.0910515,8.8471,1065.4,64945,4.8448e+07,2.6982,1042.3,2,0,1066.1,52
25.4657995,92.0915522,8.8225,1065.4,64874,4.846e+07,2.6982,1042.3,2,0,1066.1,52
25.4653511,92.092053,8.7979,1065.4,64803,4.8502e+07,2.6982,1042.3,2,0,1066,52
25.4649027,92.0925537,8.7733,1065.4,64733,4.8532e+07,2.6982,1042.3,2,0,1065.9,52
25.4644543,92.0930544,8.7487,1065.4,64662,4.854e+07,2.6982,1042.3,2,0,1065.9,52
25.4640059,92.0935551,8.7241,1065.4,64591,4.8562e+07,2.6982,1042.3,2,0,1065.8,52
25.4635575,92.0940558,8.6995,1065.3,64520,4.8588e+07,2.6982,1042.3,2,0,1065.7,52
25.4631091,92.0945565,8.675,1065.3,64450,4.8732e+07,2.6982,1042.3,2,0,1065.7,52
25.4626607,92.0950571,8.6504,1065.3,64379,4.8745e+07,2.6982,1042.3,2,0,1065.6,52
25.4622123,92.0955578,8.6259,1065.3,64308,4.875e+07,2.6982,1042.3,2,0,1065.5,52
25.4617639,92.0960585,8.6013,1065.3,64238,4.8755e+07,2.6982,1042.3,2,0,1065.5,52
25.4613155,92.0965592,8.5768,1065.3,64167,4.876e+07,2.6982,1042.3,2,0,1065.4,52
25.4608671,92.0970599,8.5523,1065.3,64096,4.8765e+07,2.6982,1042.3,2,0,1065.3,52
25.4604187,92.0975605,8.5277,1065.3,64025,4.877e+07,2.6982,1042.3,2,0,1065.3,52
25.4599702,92.0980612,8.5032,1065.3,63955,4.8775e+07,2.6982,1042.3,2,0,1065.2,52
25.4595218,92.0985618,8.4787,1065.3,63884,4.878e+07,2.6982,1042.3,2,0,1065.1,52
25.4590734,92.0990625,8.4541,1065.3,63813,4.8785e+07,2.6982,1042.3,2,0,1065.1,52
25.458625,92.0995632,8.4296,1065.3,63743,4.879e+07,2.6982,1042.3,2,0,1065,52
25.4581766,92.1000638,8.4051,1065.3,63672,4.8795e+07,2.6982,1042.3,2,0,1064.9,52
25.4577282,92.1005645,8.3805,1065.3,63601,4.88e+07,2.6982,1042.3,2,0,1064.9,52
25.5137073,92.0996502,11.149,1084,72247,1.5635e+07,4.2149,1036.1,3,0,1083.1,53
25.5132527,92.099156,11.108,1084,72176,1.5848e+07,4.2149,1036.1,3,0,1083,53
25.5128043,92.0996569,11.067,1084,72105,1.5858e+07,4.2149,1036.1,3,0,1082.8,53
25.5123559,92.1001578,11.027,1082,72034,1.588e+07,4.2149,1036.1,3,0,1082.6,53
25.5119075,92.1006587,10.986,1082,71964,1.5962e+07,4.2149,1036.1,3,0,1082.5,53
25.511456,92.1006621,10.957,1082,71914,1.597e+07,4.2149,1036.1,3,0,1082.3,53
25.5110076,92.1011629,10.917,1082,71843,1.5988e+07,4.2149,1036.1,3,0,1082.2,53
25.5105561,92.1011663,10.888,1082,71793,1.6992e+07,4.2149,1036.1,3,0,1082,53
25.5101047,92.1011696,10.86,1082,71743,1.6998e+07,4.2149,1036.1,3,0,1081.9,53
25.5096563,92.1016705,10.821,1082,71672,1.7628e+07,4.2149,1036.1,3,0,1081.8,53
25.5092017,92.1011764,10.782,1082,71602,1.7638e+07,4.2149,1036.1,3,0,1081.6,53
25.5087472,92.1006822,10.743,1082,71531,1.7648e+07,4.2149,1036.1,3,0,1081.4,53
25.5082927,92.1001881,10.705,1081,71460,1.7728e+07,4.2149,1036.1,3,0,1081.3,53
25.5078412,92.1001915,10.677,1081,71410,1.7738e+07,4.2149,1036.1,3,0,1081.1,53
25.5073928,92.1006923,10.638,1080,71339,1.776e+07,4.2149,1036.1,3,0,1081,53
25.5073959,92.1011898,10.611,1080,71289,1.7775e+07,4.2149,1036.1,3,0,1080.9,53
25.5069474,92.1016907,10.573,1080,71219,1.8485e+07,4.2149,1036.1,3,0,1080.7,53
25.5064929,92.1011965,10.535,1080,71148,1.8495e+07,4.2149,1036.1,3,0,1080.5,53
25.5060415,92.1011999,10.508,1080,71098,1.85e+07,4.2149,1036.1,3,0,1080.4,53
25.505593,92.1017007,10.47,1080,71027,1.8612e+07,4.2149,1036.1,3,0,1080.3,53
25.5051385,92.1012066,10.432,1080,70957,1.862e+07,4.2149,1036.1,3,0,1080.1,53
25.5046871,92.10121,10.405,1079,70907,1.8638e+07,4.2149,1036.1,3,0,1080,53
25.5042356,92.1012133,10.378,1079,70857,1.877e+07,4.2149,1036.1,3,0,1079.9,53
25.5037811,92.1007192,10.341,1079,70786,1.878e+07,4.2149,1036.1,3,0,1079.7,53
25.5033266,92.1002251,10.303,1079,70715,1.882e+07,4.2149,1036.1,3,0,1079.6,53
25.502872,92.099731,10.265,1079,70644,1.8862e+07,4.2149,1036.1,3,0,1079.4,53
25.5024175,92.0992369,10.228,1079,70574,1.9055e+07,4.2149,1036.1,3,0,1079.3,53
25.501963,92.0987428,10.19,1079,70503,1.9068e+07,4.2149,1036.1,3,0,1079.1,53
25.5015085,92.0982487,10.153,1079,70432,1.9078e+07,4.2149,1036.1,3,0,1078.9,53
25.5015054,92.0977512,10.126,1079,70382,1.9098e+07,4.2149,1036.1,3,0,1078.8,53
25.5010509,92.0972571,10.089,1079,70312,1.9218e+07,4.2149,1036.1,3,0,1078.7,53
25.5005963,92.096763,10.052,1079,70241,2.009e+07,4.2149,1036.1,3,0,1078.5,53
25.5001418,92.0962689,10.015,1078,70170,2.021e+07,4.2149,1036.1,3,0,1078.4,53
25.4996903,92.0962723,9.9892,1078,70120,2.0215e+07,4.2149,1036.1,3,0,1078.2,53
25.4992389,92.0962757,9.9635,1078,70070,2.0312e+07,4.2149,1036.1,3,0,1078.1,53
25.4987905,92.0967765,9.9271,1078,69999,2.0325e+07,4.2149,1036.1,3,0,1078,53
25.498339,92.0967799,9.9013,1077,69949,2.033e+07,4.2149,1036.1,3,0,1077.9,53
25.4978875,92.0967833,9.8756,1077,69899,2.035e+07,4.2149,1036.1,3,0,1077.8,53
25.4974391,92.0972841,9.8393,1077,69829,2.0402e+07,4.2149,1036.1,3,0,1077.6,53
25.4969846,92.09679,9.8029,1077,69758,2.043e+07,4.2149,1036.1,3,0,1077.5,53
25.4965301,92.096296,9.7666,1077,69687,2.0455e+07,4.2149,1036.1,3,0,1077.3,53
25.4960755,92.0958019,9.7304,1077,69617,2.0508e+07,4.2149,1036.1,3,0,1077.2,53
25.495621,92.0953078,9.6941,1077,69546,2.052e+07,4.2149,1036.1,3,0,1077,53
25.4951726,92.0958087,9.6579,1077,69475,2.055e+07,4.2149,1036.1,3,0,1076.9,53
25.4947181,92.0953146,9.6217,1077,69404,2.0992e+07,4.2149,1036.1,3,0,1076.7,53
25.4942635,92.0948205,9.5859,1077,69334,2.1008e+07,4.2149,1036.1,3,0,1076.5,53
25.4938151,92.0953214,9.55,1077,69263,2.1035e+07,4.2149,1036.1,3,0,1076.4,53
25.4120714,92.0914581,8.1179,1162,56618,1.2735e+07,182.58,-309.74,4,0,1172.4,54
25.411623,92.0919585,8.073,1162,56547,1.2752e+07,182.58,-309.74,4,0,1164.2,54
25.4111746,92.092459,8.0282,1162,56477,1.2802e+07,182.58,-309.74,4,0,1156,54
25.4107262,92.0929595,7.9834,1158,56406,1.281e+07,182.58,-309.74,4,0,1147.9,54
25.4107292,92.0934566,7.9517,1148,56356,1.2818e+07,182.58,-309.74,4,0,1142.1,54
25.4102808,92.0939571,7.9069,1139,56285,1.2868e+07,182.58,-309.74,4,0,1133.9,54
25.4098324,92.0944575,7.8622,1120,56214,1.2885e+07,182.58,-309.74,4,0,1125.7,54
25.409384,92.094958,7.8176,1115,56144,1.3202e+07,182.58,-309.74,4,0,1117.6,54
25.4089325,92.0949614,7.7863,1103,56094,1.324e+07,182.58,-309.74,4,0,1111.9,54
25.4084811,92.0949647,7.7551,1103,56044,1.325e+07,182.58,-309.74,4,0,1106.2,54
25.4080296,92.0949681,7.724,1103,55994,1.3268e+07,182.58,-309.74,4,0,1100.5,54
25.4075751,92.0944744,7.6799,1093,55923,1.3312e+07,182.58,-309.74,4,0,1092.5,54
25.4071236,92.0944778,7.6488,1089,55873,1.332e+07,182.58,-309.74,4,0,1086.8,54
25.4066721,92.0944811,7.6176,1082,55823,1.3368e+07,182.58,-309.74,4,0,1081.1,54
25.4062237,92.0949816,7.5737,1068,55752,1.3398e+07,182.58,-309.74,4,0,1073.1,54
25.4057722,92.0949849,7.5427,1068,55702,1.3528e+07,182.58,-309.74,4,0,1067.4,54
25.4053238,92.0954854,7.499,1068,55632,1.3575e+07,46.073,717.04,4,0,1062.5,55
25.4048723,92.0954888,7.4681,1068,55582,1.3578e+07,46.073,717.04,4,0,1061.1,55
25.4044209,92.0954921,7.4373,1053,55532,1.359e+07,46.073,717.04,4,0,1059.7,55
25.4039694,92.0954955,7.4065,1052,55482,1.3592e+07,46.073,717.04,4,0,1058.3,55
25.403521,92.0959959,7.3629,1052,55411,1.361e+07,46.073,717.04,4,0,1056.3,55
25.4030726,92.0964963,7.3193,1052,55340,1.3702e+07,46.073,717.04,4,0,1054.3,55
25.402618,92.0960026,7.2758,1052,55269,2.015e+07,46.073,717.04,4,0,1052.3,55
25.4021696,92.0965031,7.2393,1052,55199,2.0155e+07,46.073,717.04,4,0,1050.6,55
25.4017151,92.0960094,7.2028,1052,55128,2.022e+07,46.073,717.04,4,0,1048.9,55
25.4012667,92.0965098,7.1663,1052,55057,2.0325e+07,46.073,717.04,4,0,1047.2,55
25.4008182,92.0970102,7.13,1052,54987,2.0328e+07,46.073,717.04,4,0,1045.5,55
25.4003668,92.0970136,7.1042,1042,54937,2.0335e+07,46.073,717.04,4,0,1044.3,55
25.4003698,92.0975106,7.0785,1039,54887,2.0345e+07,46.073,717.04,4,0,1043.2,55
25.3999214,92.098011,7.0421,1039,54816,2.1118e+07,46.073,717.04,4,0,1041.5,55
25.4003759,92.0985047,7.0064,1039,54745,2.1132e+07,46.073,717.04,4,0,1039.8,55
25.400379,92.0990018,6.9811,1038,54695,2.1178e+07,46.073,717.04,4,0,1038.7,55
25.400382,92.0994988,6.9559,1037,54645,2.1205e+07,46.073,717.04,4,0,1037.5,55
25.4003851,92.0999959,6.9306,1037,54595,2.123e+07,46.073,717.04,4,0,1036.4,55
25.4003881,92.100493,6.9054,1037,54545,2.1252e+07,46.073,717.04,4,0,1035.2,55
25.4003911,92.10099,6.8802,1037,54495,2.1262e+07,46.073,717.04,4,0,1034,55
25.4003942,92.1014871,6.855,1033,54445,2.1268e+07,46.073,717.04,4,0,1032.9,55
25.4003972,92.1019841,6.8298,1028,54395,2.1275e+07,46.073,717.04,4,0,1031.7,55
25.4227903,91.9392466,9.7164,933,51504,1.2512e+07,241.06,-1413.3,5,0,929,56
25.4223353,91.9387534,9.6712,921,51433,1.2568e+07,241.06,-1413.3,5,0,918.09,56
25.4218802,91.9382602,9.626,902,51362,1.2608e+07,241.06,-1413.3,5,0,907.2,56
25.4214252,91.9377671,9.5809,894,51292,1.2688e+07,241.06,-1413.3,5,0,896.33,56
25.4214216,91.93727,9.5491,882,51242,1.2712e+07,241.06,-1413.3,5,0,888.66,56
25.4209665,91.9367768,9.5042,877,51171,1.323e+07,241.06,-1413.3,5,0,877.83,56
25.4209629,91.9362797,9.473,872,51121,1.4115e+07,241.06,-1413.3,5,0,870.31,56
25.4209593,91.9357826,9.4427,863,51071,1.456e+07,241.06,-1413.3,5,0,863,56
25.4214072,91.9352815,9.4004,861,51000,1.4568e+07,241.06,-1413.3,5,0,852.81,56
25.4214036,91.9347844,9.3705,850,50950,1.4598e+07,241.06,-1413.3,5,0,845.61,56
25.4218514,91.9342833,9.3283,838,50879,1.4622e+07,241.06,-1413.3,5,0,835.43,56
25.4218478,91.9337862,9.2984,824,50829,1.4642e+07,241.06,-1413.3,5,0,828.24,56
25.4218442,91.9332891,9.2686,814,50779,1.4662e+07,241.06,-1413.3,5,0,821.05,56
25.4222921,91.932788,9.2265,793,50709,1.4688e+07,145.74,-547.48,5,0,797.23,57
25.4227399,91.9322869,9.1844,793,50638,1.4792e+07,145.74,-547.48,5,0,791.09,57
25.4231913,91.9322829,9.1547,789,50588,1.4795e+07,145.74,-547.48,5,0,786.77,57
25.4236428,91.9322789,9.125,780,50538,1.4842e+07,145.74,-547.48,5,0,782.44,57
25.4240942,91.932275,9.0954,779,50488,1.487e+07,145.74,-547.48,5,0,778.12,57
25.4245457,91.932271,9.0658,773,50438,1.49e+07,145.74,-547.48,5,0,773.81,57
25.4249935,91.9317699,9.0239,766,50367,1.496e+07,145.74,-547.48,5,0,767.71,57
25.4254414,91.9312688,8.9822,766,50297,1.607e+07,145.74,-547.48,5,0,761.62,57
25.4254378,91.9307716,8.9536,755.01,50247,1.61e+07,145.74,-547.48,5,0,757.45,57
25.4254341,91.9302745,8.925,755,50197,1.6108e+07,145.74,-547.48,5,0,753.29,57
25.425882,91.9297734,8.8846,755,50126,1.6115e+07,145.74,-547.48,5,0,747.4,57
25.4258783,91.9292762,8.8561,748,50076,1.6128e+07,145.74,-547.48,5,0,743.24,57
25.4258747,91.9287791,8.8275,738,50026,1.6165e+07,145.74,-547.48,5,0,739.08,57
25.4258711,91.928282,8.799,730,49976,1.681e+07,145.74,-547.48,5,0,734.92,57
25.4258675,91.9277848,8.771,724,49926,1.6898e+07,145.74,-547.48,5,0,730.84,57
25.4254124,91.9272917,8.7315,720,49855,1.6915e+07,145.74,-547.48,5,0,725.08,57
25.4254088,91.9267946,8.7035,713,49805,1.6938e+07,145.74,-547.48,5,0,721.01,57
25.4249537,91.9263014,8.664,708.01,49734,1.7105e+07,145.74,-547.48,5,0,715.25,57
25.42495,91.9258043,8.6362,708.01,49684,1.7128e+07,145.74,-547.48,5,0,711.2,57
25.424495,91.9253112,8.5969,708,49614,1.7152e+07,145.74,-547.48,5,0,705.47,57
25.4240399,91.9248181,8.5577,708,49543,1.7168e+07,145.74,-547.48,5,0,699.75,57
25.4235848,91.924325,8.5184,698,49472,1.79e+07,71.08,91.099,5,0,696.59,58
25.4235812,91.9238278,8.4912,695,49422,1.7958e+07,71.08,91.099,5,0,694.65,58
25.4231261,91.9233347,8.4527,688.01,49352,1.8032e+07,71.08,91.099,5,0,691.92,58
25.422671,91.9228416,8.4143,688.01,49281,1.8088e+07,71.08,91.099,5,0,689.19,58
25.4231188,91.9223405,8.376,688.01,49210,1.8135e+07,71.08,91.099,5,0,686.46,58
25.4226637,91.9218474,8.3377,688,49140,1.817e+07,71.08,91.099,5,0,683.74,58
25.4222086,91.9213543,8.2994,688,49069,1.8195e+07,71.08,91.099,5,0,681.02,58
25.4217571,91.9213583,8.2724,680,49019,1.821e+07,71.08,91.099,5,0,679.1,58
25.421302,91.9208652,8.2341,670.01,48948,1.8275e+07,71.08,91.099,5,0,676.38,58
25.4208469,91.9203721,8.196,670.01,48877,1.8578e+07,71.08,91.099,5,0,673.67,58
25.4208433,91.919875,8.1692,670.01,48827,1.859e+07,71.08,91.099,5,0,671.76,58
25.4208396,91.9193779,8.1424,670,48777,1.8602e+07,71.08,91.099,5,0,669.86,58
25.420836,91.9188808,8.1156,664.02,48727,1.8612e+07,71.08,91.099,5,0,667.96,58
25.4203809,91.9183877,8.0778,664.01,48657,1.863e+07,71.08,91.099,5,0,665.27,58
25.4208287,91.9178866,8.04,664.01,48586,1.8705e+07,71.08,91.099,5,0,662.58,58
25.4203735,91.9173935,8.0022,664.01,48515,1.8822e+07,71.08,91.099,5,0,659.89,58
25.4203699,91.9168964,7.9756,664,48465,1.8828e+07,71.08,91.099,5,0,658,58
25.4199148,91.9164033,7.9379,655,48395,1.8845e+07,71.08,91.099,5,0,655.32,58
25.4199111,91.9159062,7.9113,653,48345,1.8865e+07,71.08,91.099,5,0,653.43,58
25.4199074,91.9154091,7.8847,649,48295,1.8868e+07,106.06,-206.16,5,0,630.05,59
25.4194523,91.914916,7.8471,634,48224,1.889e+07,106.06,-206.16,5,0,626.06,59
25.4189972,91.914423,7.8095,626.01,48153,1.8902e+07,106.06,-206.16,5,0,622.08,59
25.4185458,91.914427,7.7829,626,48103,1.8915e+07,106.06,-206.16,5,0,619.26,59
25.4180906,91.9139339,7.7453,617,48032,1.8945e+07,106.06,-206.16,5,0,615.27,59
25.4176392,91.913938,7.7188,614,47982,1.8952e+07,106.06,-206.16,5,0,612.46,59
25.4171841,91.9134449,7.6812,611,47912,1.8982e+07,106.06,-206.16,5,0,608.47,59
25.4167326,91.913449,7.6547,609,47862,4.2585e+07,106.06,-206.16,5,0,605.66,59
25.4162812,91.913453,7.6363,606,47812,4.2595e+07,106.06,-206.16,5,0,603.7,59
25.415826,91.91296,7.6102,604,47741,4.261e+07,106.06,-206.16,5,0,600.94,59
25.4153783,91.9134611,7.5841,603,47670,4.2625e+07,106.06,-206.16,5,0,598.17,59
25.4149268,91.9134652,7.5657,599,47620,4.2632e+07,106.06,-206.16,5,0,596.22,59
25.4144754,91.9134692,7.5472,588,47570,4.3048e+07,106.06,-206.16,5,0,594.26,59
25.4140239,91.9134733,7.5289,586.01,47520,4.3065e+07,106.06,-206.16,5,0,592.32,59
25.4135725,91.9134773,7.5105,586,47470,4.308e+07,106.06,-206.16,5,0,590.37,59
25.413121,91.9134814,7.4922,582,47420,4.315e+07,106.06,-206.16,5,0,588.43,59
25.4126696,91.9134854,7.4739,581,47370,4.3195e+07,106.06,-206.16,5,0,586.48,59
25.4122181,91.9134894,7.4555,580,47320,4.3202e+07,106.06,-206.16,5,0,584.54,59
25.4117704,91.9139906,7.4296,575.01,47250,4.3225e+07,106.06,-206.16,5,0,581.79,59
25.4113189,91.9139946,7.4113,575.01,47200,4.3235e+07,106.06,-206.16,5,0,579.85,59
25.4108711,91.9144957,7.3854,575,47129,4.329e+07,106.06,-206.16,5,0,577.1,59
25.410416,91.9140027,7.3595,575,47058,4.3302e+07,106.06,-206.16,5,0,574.35,59
25.4099646,91.9140067,7.3412,572.01,47008,4.337e+07,106.06,-206.16,5,0,572.41,59
25.4095131,91.9140108,7.3229,572,46958,4.3992e+07,106.06,-206.16,5,0,570.47,59
25.409058,91.9135178,7.2972,569,46887,4.4005e+07,106.06,-206.16,5,0,567.75,59
25.4086029,91.9130248,7.2715,562,46817,4.4218e+07,106.06,-206.16,5,0,565.02,59
25.4081478,91.9125317,7.2459,558,46746,4.444e+07,106.06,-206.16,5,0,562.3,59
25.4081441,91.9120347,7.2278,557.01,46696,4.445e+07,106.06,-206.16,5,0,560.38,59
25.4076889,91.9115417,7.2022,557.01,46625,4.4485e+07,106.06,-206.16,5,0,557.67,59
25.4072375,91.9115457,7.1841,557,46575,4.4502e+07,106.06,-206.16,5,0,555.75,59
25.4067824,91.9110527,7.1585,550.01,46505,7.4608e+07,106.06,-206.16,5,0,553.04,59
25.4063309,91.9110568,7.1442,550.01,46455,7.4635e+07,106.06,-206.16,5,0,551.52,59
25.4058795,91.9110608,7.1299,550,46405,7.4645e+07,106.06,-206.16,5,0,550,59
25.4054243,91.9105678,7.1096,550,46334,7.4652e+07,106.06,-206.16,5,0,547.85,59
25.4049729,91.9105719,7.0953,542.01,46284,7.4918e+07,106.06,-206.16,5,0,546.33,59
25.4045178,91.9100789,7.0751,542.01,46213,7.4958e+07,106.06,-206.16,5,0,544.19,59
25.4045141,91.9095819,7.0608,542,46163,7.497e+07,106.06,-206.16,5,0,542.67,59
25.4040589,91.9090889,7.0406,537.01,46092,7.4998e+07,106.06,-206.16,5,0,540.53,59
25.4040553,91.9085918,7.0263,537,46042,7.5105e+07,106.06,-206.16,5,0,539.01,59
